date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:35:47	1433/1433	---MCZ	200	added ('OK')	text/css	etag:W/%226a5a85eb-599%22	https://www.techforcetfi.com/wp-content/uploads/elementor/css/post-6.css?ver=1784317419	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/wp-content/uploads/elementor/css/post-6c585.css	(from https://www.techforcetfi.com/)
17:35:47	751/751	---MCZ	200	added ('OK')	text/css	etag:W/%226a5a9511-2ef%22	https://www.techforcetfi.com/wp-content/uploads/elementor/css/post-7.css?ver=1784321297	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/wp-content/uploads/elementor/css/post-7e303.css	(from https://www.techforcetfi.com/)
17:35:47	5422/5422	---MCZ	200	added ('OK')	text/css	etag:W/%226a5a85eb-152e%22	https://www.techforcetfi.com/wp-content/uploads/elementor/css/base-desktop.css?ver=6a5a85ebc941b	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/wp-content/uploads/elementor/css/base-desktopbe7b.css	(from https://www.techforcetfi.com/)
17:35:47	712/712	---MCZ	200	added ('OK')	text/css	etag:W/%226a5a85ec-2c8%22	https://www.techforcetfi.com/wp-content/uploads/elementor/css/post-12.css?ver=1784317420	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/wp-content/uploads/elementor/css/post-12906b.css	(from https://www.techforcetfi.com/)
17:35:48	566/566	---MCZ	200	added ('OK')	text/css	etag:W/%226a5a85ec-236%22	https://www.techforcetfi.com/wp-content/uploads/elementor/css/post-15.css?ver=1784317420	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/wp-content/uploads/elementor/css/post-15906b.css	(from https://www.techforcetfi.com/)
17:35:48	1899/1899	---MCZ	200	added ('OK')	application/javascript	etag:W/%226a47a561-76b%22	https://www.techforcetfi.com/wp-content/plugins/breeze/assets/js/js-front-end/breeze-prefetch-links.min.js?ver=2.5.9	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/wp-content/plugins/breeze/assets/js/js-front-end/breeze-prefetch-links.min337d.js	(from https://www.techforcetfi.com/)
17:35:48	87553/87553	---MCZ	200	added ('OK')	application/javascript	etag:W/%226a1476ba-15601%22	https://www.techforcetfi.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://www.techforcetfi.com/)
17:35:48	13577/13577	---MCZ	200	added ('OK')	application/javascript	etag:W/%226a1476ba-3509%22	https://www.techforcetfi.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://www.techforcetfi.com/)
17:35:49	81374/81374	---MCZ	200	added ('OK')	application/json	date:Thu,%2030%20Jul%202026%2015:35:50%20GMT	https://www.techforcetfi.com/wp-json/wp/v2/pages/7	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/wp-json/wp/v2/pages/7.json	(from https://www.techforcetfi.com/)
17:35:49	302014/302014	---MCZ	200	added ('OK')	application/json	date:Thu,%2030%20Jul%202026%2015:35:50%20GMT	https://www.techforcetfi.com/wp-json/	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/wp-json/index.html	(from https://www.techforcetfi.com/)
17:35:50	1744/1744	---M--	200	added ('OK')	image/png	etag:%226a458545-6d0%22	https://www.techforcetfi.com/wp-content/uploads/2026/06/cropped-Techforce-Logo-Enhanced-32x32.png	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/wp-content/uploads/2026/06/cropped-Techforce-Logo-Enhanced-32x32.png	(from https://www.techforcetfi.com/)
17:35:50	28429/28429	---M--	200	added ('OK')	image/png	etag:%226a458545-6f0d%22	https://www.techforcetfi.com/wp-content/uploads/2026/06/cropped-Techforce-Logo-Enhanced-192x192.png	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/wp-content/uploads/2026/06/cropped-Techforce-Logo-Enhanced-192x192.png	(from https://www.techforcetfi.com/)
17:35:50	25570/25570	---M--	200	added ('OK')	image/png	etag:%226a458545-63e2%22	https://www.techforcetfi.com/wp-content/uploads/2026/06/cropped-Techforce-Logo-Enhanced-180x180.png	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/wp-content/uploads/2026/06/cropped-Techforce-Logo-Enhanced-180x180.png	(from https://www.techforcetfi.com/)
17:35:51	94164/94164	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2021:31:29%20GMT	https://www.techforcetfi.com/about/	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/about/index.html	(from https://www.techforcetfi.com/)
17:35:51	800472/800472	---M--	200	added ('OK')	image/png	etag:%226a1e34ee-c36d8%22	https://www.techforcetfi.com/wp-content/uploads/2026/06/Techforce-Logo-Enhanced.png	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/wp-content/uploads/2026/06/Techforce-Logo-Enhanced.png	(from https://www.techforcetfi.com/)
17:35:51	2303089/2303089	---M--	200	added ('OK')	image/png	etag:%226a20a702-232471%22	https://www.techforcetfi.com/wp-content/uploads/2026/06/Tech-Hero-image.png	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/wp-content/uploads/2026/06/Tech-Hero-image.png	(from https://www.techforcetfi.com/)
17:35:52	102132/102132	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Jul%202026%2013:17:06%20GMT	https://www.techforcetfi.com/services/	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/services/index.html	(from https://www.techforcetfi.com/)
17:35:52	2798947/2798947	---M--	200	added ('OK')	image/png	etag:%226a20a1e0-2ab563%22	https://www.techforcetfi.com/wp-content/uploads/2026/06/Hero-Image.png	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/wp-content/uploads/2026/06/Hero-Image.png	(from https://www.techforcetfi.com/)
17:35:52	2219055/2219055	---M--	200	added ('OK')	image/png	etag:%226a209c6d-21dc2f%22	https://www.techforcetfi.com/wp-content/uploads/2026/06/Fusion-Splicer.png	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/wp-content/uploads/2026/06/Fusion-Splicer.png	(from https://www.techforcetfi.com/)
17:35:52	104915/104915	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2021:31:26%20GMT	https://www.techforcetfi.com/data-and-voice-cable-installation/	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/data-and-voice-cable-installation/index.html	(from https://www.techforcetfi.com/)
17:35:52	1225317/1225317	---M--	200	added ('OK')	image/png	etag:%226a1e375c-12b265%22	https://www.techforcetfi.com/wp-content/uploads/2026/06/Techforce-White.png	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/wp-content/uploads/2026/06/Techforce-White.png	(from https://www.techforcetfi.com/)
17:35:52	2231193/2231193	---M--	200	added ('OK')	image/png	etag:%226a20a594-220b99%22	https://www.techforcetfi.com/wp-content/uploads/2026/06/Tech-Working-2.png	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/wp-content/uploads/2026/06/Tech-Working-2.png	(from https://www.techforcetfi.com/)
17:35:52	1830/1830	---MCZ	200	added ('OK')	application/javascript	etag:W/%226a14828e-726%22	https://www.techforcetfi.com/wp-content/themes/hello-elementor/assets/js/hello-frontend.js?ver=3.4.9	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/wp-content/themes/hello-elementor/assets/js/hello-frontend08cb.js	(from https://www.techforcetfi.com/)
17:35:53	1995514/1995514	---M--	200	added ('OK')	image/png	etag:%226a20a797-1e72fa%22	https://www.techforcetfi.com/wp-content/uploads/2026/06/Security-Camera-Install.png	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/wp-content/uploads/2026/06/Security-Camera-Install.png	(from https://www.techforcetfi.com/)
17:35:53	5819/5819	---MCZ	200	added ('OK')	application/javascript	etag:W/%226a47a563-16bb%22	https://www.techforcetfi.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=4.1.4	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/wp-content/plugins/elementor/assets/js/webpack.runtime.mineda1.js	(from https://www.techforcetfi.com/)
17:35:53	98451/98451	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2021:31:25%20GMT	https://www.techforcetfi.com/fiber-optics/	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/fiber-optics/index.html	(from https://www.techforcetfi.com/)
17:35:53	50602/50602	---MCZ	200	added ('OK')	application/javascript	etag:W/%226a47a563-c5aa%22	https://www.techforcetfi.com/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=4.1.4	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/wp-content/plugins/elementor/assets/js/frontend-modules.mineda1.js	(from https://www.techforcetfi.com/)
17:35:53	21464/21464	---MCZ	200	added ('OK')	application/javascript	etag:W/%226a1476ba-53d8%22	https://www.techforcetfi.com/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/wp-includes/js/jquery/ui/core.minb37e.js	(from https://www.techforcetfi.com/)
17:35:53	32098/32098	---MCZ	200	added ('OK')	application/javascript	etag:W/%226a47a563-7d62%22	https://www.techforcetfi.com/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=4.1.4	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/wp-content/plugins/elementor/assets/js/frontend.mineda1.js	(from https://www.techforcetfi.com/)
17:35:53	6242/6242	---MCZ	200	added ('OK')	application/javascript	etag:W/%226a47a565-1862%22	https://www.techforcetfi.com/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min.js?ver=4.1.2	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min8aee.js	(from https://www.techforcetfi.com/)
17:35:54	5050/5050	---MCZ	200	added ('OK')	application/javascript	etag:W/%226a4fea46-13ba%22	https://www.techforcetfi.com/wp-includes/js/dist/hooks.min.js?ver=7496969728ca0f95732d	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/wp-includes/js/dist/hooks.min394d.js	(from https://www.techforcetfi.com/)
17:35:54	107306/107306	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2018:59:39%20GMT	https://www.techforcetfi.com/security-camera-installation/	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/security-camera-installation/index.html	(from https://www.techforcetfi.com/)
17:35:54	5732/5732	---MCZ	200	added ('OK')	application/javascript	etag:W/%226a4fea46-1664%22	https://www.techforcetfi.com/wp-includes/js/dist/i18n.min.js?ver=781d11515ad3d91786ec	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/wp-includes/js/dist/i18n.mineca5.js	(from https://www.techforcetfi.com/)
17:35:54	23939/23939	---MCZ	200	added ('OK')	application/javascript	etag:W/%226a47a565-5d83%22	https://www.techforcetfi.com/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=4.1.2	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/wp-content/plugins/elementor-pro/assets/js/frontend.min8aee.js	(from https://www.techforcetfi.com/)
17:35:55	92378/92378	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2017:23:04%20GMT	https://www.techforcetfi.com/contact/	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/contact/index.html	(from https://www.techforcetfi.com/)
17:35:55	43922/43922	---MCZ	200	added ('OK')	application/javascript	etag:W/%226a47a565-ab92%22	https://www.techforcetfi.com/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min.js?ver=4.1.2	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min8aee.js	(from https://www.techforcetfi.com/)
17:35:55	42179/42179	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2030%20Jul%202026%2015:35:56%20GMT	https://www.techforcetfi.com/privacy-policy/	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/privacy-policy/index.html	(from https://www.techforcetfi.com/)
17:35:56	41800/41800	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2030%20Jul%202026%2015:35:56%20GMT	https://www.techforcetfi.com/sitemap/	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/sitemap/index.html	(from https://www.techforcetfi.com/)
17:35:56	2146/2146	---MCZ	200	added ('OK')	application/json	date:Thu,%2030%20Jul%202026%2015:35:57%20GMT	https://www.techforcetfi.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.techforcetfi.com%2Fabout%2F	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/wp-json/oembed/1.0/embed3be1.json	(from https://www.techforcetfi.com/about/)
17:35:57	2298/2298	---MCZ	200	added ('OK')	text/xml	date:Thu,%2030%20Jul%202026%2015:35:58%20GMT	https://www.techforcetfi.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.techforcetfi.com%2Fabout%2F&format=xml	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/wp-json/oembed/1.0/embed84bc	(from https://www.techforcetfi.com/about/)
17:35:57	668/668	---MCZ	200	added ('OK')	text/css	etag:W/%226a5b2573-29c%22	https://www.techforcetfi.com/wp-content/uploads/elementor/css/post-73.css?ver=1784358259	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/wp-content/uploads/elementor/css/post-73c9b6.css	(from https://www.techforcetfi.com/about/)
17:35:58	57176/57176	---MCZ	200	added ('OK')	application/json	date:Thu,%2030%20Jul%202026%2015:35:58%20GMT	https://www.techforcetfi.com/wp-json/wp/v2/pages/73	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/wp-json/wp/v2/pages/73.json	(from https://www.techforcetfi.com/about/)
17:35:59	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2030%20Jul%202026%2015:35:59%20GMT	https://www.techforcetfi.com/?p=73	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/index8cae.html	(from https://www.techforcetfi.com/about/)
17:35:59	2074444/2074444	---M--	200	added ('OK')	image/png	etag:%226a20a4ee-1fa74c%22	https://www.techforcetfi.com/wp-content/uploads/2026/06/Tech-Working.png	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/wp-content/uploads/2026/06/Tech-Working.png	(from https://www.techforcetfi.com/about/)
17:35:59	2593015/2593015	---M--	200	added ('OK')	image/png	etag:%226a20a31a-2790f7%22	https://www.techforcetfi.com/wp-content/uploads/2026/06/Cabling.png	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/wp-content/uploads/2026/06/Cabling.png	(from https://www.techforcetfi.com/about/)
17:36:00	2161/2161	---MCZ	200	added ('OK')	application/json	date:Thu,%2030%20Jul%202026%2015:36:00%20GMT	https://www.techforcetfi.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.techforcetfi.com%2Fservices%2F	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/wp-json/oembed/1.0/embed5373.json	(from https://www.techforcetfi.com/services/)
17:36:01	2313/2313	---MCZ	200	added ('OK')	text/xml	date:Thu,%2030%20Jul%202026%2015:36:02%20GMT	https://www.techforcetfi.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.techforcetfi.com%2Fservices%2F&format=xml	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/wp-json/oembed/1.0/embed6bb4	(from https://www.techforcetfi.com/services/)
17:36:01	668/668	---MCZ	200	added ('OK')	text/css	etag:W/%226a5a8dce-29c%22	https://www.techforcetfi.com/wp-content/uploads/elementor/css/post-64.css?ver=1784319438	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/wp-content/uploads/elementor/css/post-64b499.css	(from https://www.techforcetfi.com/services/)
17:36:04	65695/65695	---MCZ	200	added ('OK')	application/json	date:Thu,%2030%20Jul%202026%2015:36:03%20GMT	https://www.techforcetfi.com/wp-json/wp/v2/pages/64	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/wp-json/wp/v2/pages/64.json	(from https://www.techforcetfi.com/services/)
17:36:04	42178/42178	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2030%20Jul%202026%2015:36:04%20GMT	https://www.techforcetfi.com/data-voice-cable-installation/	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/data-voice-cable-installation/index.html	(from https://www.techforcetfi.com/services/)
17:36:04	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2030%20Jul%202026%2015:36:03%20GMT	https://www.techforcetfi.com/?p=64	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/index8cd4.html	(from https://www.techforcetfi.com/services/)
17:36:04	41800/41800	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2030%20Jul%202026%2015:36:04%20GMT	https://www.techforcetfi.com/security-integration-camera-systems/	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/security-integration-camera-systems/index.html	(from https://www.techforcetfi.com/services/)
17:36:04	2286/2286	---MCZ	200	added ('OK')	application/json	date:Thu,%2030%20Jul%202026%2015:36:05%20GMT	https://www.techforcetfi.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.techforcetfi.com%2Fdata-and-voice-cable-installation%2F	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/wp-json/oembed/1.0/embed748c.json	(from https://www.techforcetfi.com/data-and-voice-cable-installation/)
17:36:05	2438/2438	---MCZ	200	added ('OK')	text/xml	date:Thu,%2030%20Jul%202026%2015:36:06%20GMT	https://www.techforcetfi.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.techforcetfi.com%2Fdata-and-voice-cable-installation%2F&format=xml	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/wp-json/oembed/1.0/embed044d	(from https://www.techforcetfi.com/data-and-voice-cable-installation/)
17:36:05	668/668	---MCZ	200	added ('OK')	text/css	etag:W/%226a5a90e0-29c%22	https://www.techforcetfi.com/wp-content/uploads/elementor/css/post-79.css?ver=1784320224	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/wp-content/uploads/elementor/css/post-79c849.css	(from https://www.techforcetfi.com/data-and-voice-cable-installation/)
17:36:06	68243/68243	---MCZ	200	added ('OK')	application/json	date:Thu,%2030%20Jul%202026%2015:36:07%20GMT	https://www.techforcetfi.com/wp-json/wp/v2/pages/79	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/wp-json/wp/v2/pages/79.json	(from https://www.techforcetfi.com/data-and-voice-cable-installation/)
17:36:06	6474/6474	---MCZ	200	added ('OK')	text/css	etag:W/%226a5a85ec-194a%22	https://www.techforcetfi.com/wp-content/uploads/elementor/css/post-332.css?ver=1784317420	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/wp-content/uploads/elementor/css/post-332906b.css	(from https://www.techforcetfi.com/data-and-voice-cable-installation/)
17:36:07	6797/6797	---MCZ	200	added ('OK')	text/css	etag:W/%226a47a565-1a8d%22	https://www.techforcetfi.com/wp-content/plugins/elementor-pro/assets/css/widget-form.min.css?ver=4.1.2	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/wp-content/plugins/elementor-pro/assets/css/widget-form.min8aee.css	(from https://www.techforcetfi.com/data-and-voice-cable-installation/)
17:36:07	978/978	---MC-	200	added ('OK')	text/javascript	date:Thu,%2030%20Jul%202026%2015:36:08%20GMT	https://www.google.com/recaptcha/api.js?render=explicit&ver=4.1.2	C:/My%20Web%20Sites/rilenetwork2/www.google.com/recaptcha/apia0d9.js	(from https://www.techforcetfi.com/data-and-voice-cable-installation/)
17:36:07	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2030%20Jul%202026%2015:36:08%20GMT	https://www.techforcetfi.com/?p=79	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/index6ffe.html	(from https://www.techforcetfi.com/data-and-voice-cable-installation/)
17:36:08	2181/2181	---MCZ	200	added ('OK')	application/json	date:Thu,%2030%20Jul%202026%2015:36:09%20GMT	https://www.techforcetfi.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.techforcetfi.com%2Ffiber-optics%2F	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/wp-json/oembed/1.0/embed02f4.json	(from https://www.techforcetfi.com/fiber-optics/)
17:36:09	2333/2333	---MCZ	200	added ('OK')	text/xml	date:Thu,%2030%20Jul%202026%2015:36:09%20GMT	https://www.techforcetfi.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.techforcetfi.com%2Ffiber-optics%2F&format=xml	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/wp-json/oembed/1.0/embed89b5	(from https://www.techforcetfi.com/fiber-optics/)
17:36:09	668/668	---MCZ	200	added ('OK')	text/css	etag:W/%226a5aa5b8-29c%22	https://www.techforcetfi.com/wp-content/uploads/elementor/css/post-84.css?ver=1784325560	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/wp-content/uploads/elementor/css/post-84acac.css	(from https://www.techforcetfi.com/fiber-optics/)
17:36:10	61422/61422	---MCZ	200	added ('OK')	application/json	date:Thu,%2030%20Jul%202026%2015:36:10%20GMT	https://www.techforcetfi.com/wp-json/wp/v2/pages/84	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/wp-json/wp/v2/pages/84.json	(from https://www.techforcetfi.com/fiber-optics/)
17:36:10	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2030%20Jul%202026%2015:36:11%20GMT	https://www.techforcetfi.com/?p=84	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/index735a.html	(from https://www.techforcetfi.com/fiber-optics/)
17:36:11	2103976/2103976	---M--	200	added ('OK')	image/png	etag:%226a20a096-201aa8%22	https://www.techforcetfi.com/wp-content/uploads/2026/06/Spools.png	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/wp-content/uploads/2026/06/Spools.png	(from https://www.techforcetfi.com/fiber-optics/)
17:36:11	2101621/2101621	---M--	200	added ('OK')	image/png	etag:%226a31446b-201175%22	https://www.techforcetfi.com/wp-content/uploads/2026/06/Organized-Cables.png	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/wp-content/uploads/2026/06/Organized-Cables.png	(from https://www.techforcetfi.com/fiber-optics/)
17:36:11	2261/2261	---MCZ	200	added ('OK')	application/json	date:Thu,%2030%20Jul%202026%2015:36:12%20GMT	https://www.techforcetfi.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.techforcetfi.com%2Fsecurity-camera-installation%2F	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/wp-json/oembed/1.0/embedc20e.json	(from https://www.techforcetfi.com/security-camera-installation/)
17:36:12	2413/2413	---MCZ	200	added ('OK')	text/xml	date:Thu,%2030%20Jul%202026%2015:36:13%20GMT	https://www.techforcetfi.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.techforcetfi.com%2Fsecurity-camera-installation%2F&format=xml	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/wp-json/oembed/1.0/embedc622	(from https://www.techforcetfi.com/security-camera-installation/)
17:36:12	668/668	---MCZ	200	added ('OK')	text/css	etag:W/%226a5ac141-29c%22	https://www.techforcetfi.com/wp-content/uploads/elementor/css/post-89.css?ver=1784332609	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/wp-content/uploads/elementor/css/post-89b4e9.css	(from https://www.techforcetfi.com/security-camera-installation/)
17:36:13	70790/70790	---MCZ	200	added ('OK')	application/json	date:Thu,%2030%20Jul%202026%2015:36:14%20GMT	https://www.techforcetfi.com/wp-json/wp/v2/pages/89	C:/My%20Web%20Sites/rilenetwork2/www.techforcetfi.com/wp-json/wp/v2/pages/89.json	(from https://www.techforcetfi.com/security-camera-installation/)
